PlayerID,PlayerName,Team,MatchID,Runs,BallsFaced,Fours,Sixes,StrikeRate,Wickets,OversBowled,Economy,MatchType,Venue,Date
43,Jonny Bairstow,England,1025,32,48,2,5,66.67,4,4,9.24,ODI,Mumbai,2020-07-10
44,Mohammad Rizwan,Pakistan,1104,26,27,1,4,96.3,0,6,7.68,T20,Nottingham,2021-03-13
45,Joe Root,England,1042,60,48,2,3,125.0,2,0,0.0,T20,Mumbai,2022-03-10
46,Glenn Maxwell,Australia,1073,16,44,3,1,36.36,4,10,9.4,T20,Nottingham,2020-11-13
47,Shaheen Afridi,Pakistan,1055,98,37,23,16,264.86,4,4,9.86,ODI,Mumbai,2021-10-04
48,Virat Kohli,India,1149,115,63,28,0,182.54,2,2,6.9,T20,Sydney,2020-04-26
49,Shubman Gill,India,1017,53,58,2,7,91.38,1,10,5.51,Test,Delhi,2023-10-14
50,Shadab Khan,Pakistan,1030,126,27,9,1,466.67,1,0,0.0,Test,Melbourne,2023-03-31
51,R Ashwin,India,1020,103,33,8,10,312.12,4,2,8.67,T20,Karachi,2021-06-18
52,Shaheen Afridi,Pakistan,1061,98,50,24,12,196.0,3,2,3.04,T20,London,2020-09-25
53,Glenn Maxwell,Australia,1080,35,45,3,0,77.78,3,4,5.37,ODI,Mumbai,2022-07-27
54,Rohit Sharma,India,1137,91,98,1,15,92.86,2,0,0.0,ODI,Lahore,2020-09-28
55,Steve Smith,Australia,1062,62,62,12,5,100.0,1,2,3.21,T20,Lahore,2020-11-19
56,Jonny Bairstow,England,1180,69,15,10,11,460.0,4,0,0.0,T20,Mumbai,2023-09-29
57,Steve Smith,Australia,1034,7,53,1,1,13.21,3,8,6.2,T20,Delhi,2020-08-07
58,Shaheen Afridi,Pakistan,1072,5,96,1,0,5.21,2,6,3.93,Test,Melbourne,2021-12-03
59,Shaheen Afridi,Pakistan,1129,113,30,18,16,376.67,2,6,8.21,T20,Lahore,2020-04-14
60,Suryakumar Yadav,India,1070,89,90,20,13,98.89,0,6,5.86,ODI,Mumbai,2021-11-14
61,Shaheen Afridi,Pakistan,1041,57,1,14,1,5700.0,0,8,4.96,Test,Nottingham,2023-02-03
62,Jonny Bairstow,England,1002,15,61,2,2,24.59,4,10,8.11,ODI,Delhi,2023-11-16
63,Fakhar Zaman,Pakistan,1009,75,26,15,2,288.46,4,10,3.1,T20,Sydney,2022-05-30
64,Babar Azam,Pakistan,1078,68,47,16,3,144.68,4,6,3.12,T20,Mumbai,2022-01-02
65,Mohammad Rizwan,Pakistan,1170,84,39,3,0,215.38,4,2,7.31,ODI,Karachi,2023-02-20
66,Jonny Bairstow,England,1191,68,100,1,3,68.0,1,2,9.53,ODI,Melbourne,2020-11-28
67,Shadab Khan,Pakistan,1006,95,1,23,4,9500.0,4,6,7.31,ODI,Karachi,2022-04-23
68,Shaheen Afridi,Pakistan,1040,79,2,16,11,3950.0,2,6,7.03,Test,Delhi,2022-02-22
69,Jasprit Bumrah,India,1056,123,33,0,18,372.73,2,8,7.38,ODI,Nottingham,2021-12-17
70,David Warner,Australia,1057,64,33,7,9,193.94,2,6,4.92,ODI,Melbourne,2022-03-27
71,Pat Cummins,Australia,1017,11,95,1,1,11.58,4,4,7.33,T20,Karachi,2023-08-06
72,Jonny Bairstow,England,1084,80,90,7,12,88.89,1,2,3.16,ODI,Delhi,2021-06-18
73,Fakhar Zaman,Pakistan,1067,114,7,3,17,1628.57,4,4,9.14,ODI,Delhi,2023-05-06
74,Jos Buttler,England,1186,20,36,1,0,55.56,0,4,9.93,T20,London,2023-05-26
75,Suryakumar Yadav,India,1147,35,82,0,5,42.68,4,6,6.0,ODI,Lahore,2020-03-31
76,Joe Root,England,1133,12,23,0,2,52.17,0,10,9.32,Test,Melbourne,2022-01-15
77,Joe Root,England,1170,61,84,15,8,72.62,4,4,3.7,T20,Karachi,2023-09-20
78,Hardik Pandya,India,1129,99,12,8,11,825.0,0,6,9.65,T20,London,2021-10-30
79,Jos Buttler,England,1141,127,52,18,14,244.23,4,8,5.05,ODI,Melbourne,2022-05-11
80,Ben Stokes,England,1157,24,52,2,4,46.15,3,8,8.54,Test,Lahore,2022-04-11
81,Hardik Pandya,India,1073,56,39,12,4,143.59,1,2,3.4,ODI,London,2023-04-02
82,Glenn Maxwell,Australia,1113,121,5,2,10,2420.0,2,2,9.78,T20,Melbourne,2022-11-12
83,Ben Stokes,England,1168,8,74,1,1,10.81,0,8,8.87,ODI,Lahore,2022-11-21
84,Steve Smith,Australia,1192,140,40,8,17,350.0,2,2,4.03,ODI,Lahore,2021-04-05
85,Mohammad Rizwan,Pakistan,1006,28,37,5,2,75.68,4,0,0.0,ODI,Melbourne,2022-08-31
86,Jasprit Bumrah,India,1106,85,17,6,8,500.0,4,6,5.45,Test,Melbourne,2023-11-27
87,Jofra Archer,England,1102,18,61,3,1,29.51,2,2,9.34,ODI,Sydney,2023-09-05
88,Rohit Sharma,India,1199,38,67,1,3,56.72,1,6,3.83,T20,Melbourne,2020-12-26
89,Joe Root,England,1142,60,39,0,2,153.85,4,6,9.74,ODI,Delhi,2022-07-23
90,Shadab Khan,Pakistan,1170,112,25,23,0,448.0,4,10,8.61,Test,Karachi,2022-06-25
91,Jonny Bairstow,England,1114,60,47,4,5,127.66,4,4,9.43,ODI,Nottingham,2022-07-10
92,David Warner,Australia,1163,146,20,17,14,730.0,0,0,0.0,T20,Nottingham,2023-07-07
93,Shaheen Afridi,Pakistan,1112,13,15,2,0,86.67,4,10,7.09,ODI,Lahore,2021-04-25
94,Pat Cummins,Australia,1081,143,87,10,11,164.37,1,10,6.19,Test,Delhi,2020-10-10
95,Mohammad Rizwan,Pakistan,1098,116,8,25,3,1450.0,1,2,4.61,Test,Sydney,2023-12-17
96,Babar Azam,Pakistan,1106,27,92,4,0,29.35,3,4,7.89,T20,Karachi,2023-01-16
97,Jofra Archer,England,1015,144,73,32,20,197.26,3,8,7.79,ODI,London,2022-03-08
98,R Ashwin,India,1097,140,46,34,5,304.35,1,4,8.08,T20,Mumbai,2021-12-21
99,Glenn Maxwell,Australia,1107,46,25,1,1,184.0,1,4,3.32,Test,Melbourne,2022-09-26
100,Shaheen Afridi,Pakistan,1111,118,33,21,0,357.58,1,0,0.0,T20,Mumbai,2022-03-07
101,Glenn Maxwell,Australia,1185,10,85,1,0,11.76,0,10,8.8,ODI,Nottingham,2020-09-18
102,Suryakumar Yadav,India,1151,97,99,0,15,97.98,3,0,0.0,Test,Mumbai,2020-06-20
103,Ben Stokes,England,1118,94,5,5,2,1880.0,4,8,8.08,ODI,Mumbai,2021-06-16
104,Jos Buttler,England,1054,82,17,20,13,482.35,0,10,4.76,T20,Karachi,2021-11-22
105,Jos Buttler,England,1192,3,62,0,0,4.84,0,0,0.0,T20,Lahore,2020-06-16
106,Joe Root,England,1191,31,34,3,1,91.18,1,2,6.33,Test,Mumbai,2021-12-17
107,Babar Azam,Pakistan,1199,2,50,0,0,4.0,3,0,0.0,Test,Mumbai,2020-03-04
108,Mohammad Rizwan,Pakistan,1005,53,5,13,8,1060.0,0,8,7.34,Test,Sydney,2021-05-03
109,Shadab Khan,Pakistan,1171,65,75,6,5,86.67,3,2,5.45,ODI,Melbourne,2022-08-10
110,Pat Cummins,Australia,1042,97,82,14,1,118.29,3,0,0.0,Test,Delhi,2020-12-01
111,Steve Smith,Australia,1148,78,30,9,2,260.0,0,8,8.58,ODI,Lahore,2023-03-25
112,Jofra Archer,England,1183,137,56,16,9,244.64,0,6,3.46,ODI,Delhi,2023-04-27
113,Babar Azam,Pakistan,1178,68,34,5,4,200.0,1,8,4.46,T20,Delhi,2023-03-05
114,MS Dhoni,India,1136,42,75,2,6,56.0,0,4,3.97,T20,Karachi,2020-05-21
115,Steve Smith,Australia,1107,7,4,1,1,175.0,0,4,9.12,T20,Delhi,2022-06-06
116,Glenn Maxwell,Australia,1181,92,32,17,12,287.5,1,4,3.29,ODI,London,2020-12-26
117,Mitchell Starc,Australia,1137,4,82,1,0,4.88,1,8,3.22,T20,Nottingham,2022-06-11
118,Pat Cummins,Australia,1062,69,1,4,8,6900.0,3,2,9.26,ODI,Lahore,2022-07-12
119,Shadab Khan,Pakistan,1145,77,90,12,10,85.56,0,2,8.6,Test,London,2021-11-19
120,Jasprit Bumrah,India,1083,120,86,14,10,139.53,4,0,0.0,ODI,Nottingham,2021-03-10
121,Pat Cummins,Australia,1087,25,36,0,0,69.44,2,8,9.9,T20,Lahore,2023-02-12
122,Ravindra Jadeja,India,1048,46,56,5,5,82.14,1,6,5.58,ODI,Melbourne,2022-04-12
123,Jonny Bairstow,England,1194,129,26,13,18,496.15,2,10,8.25,ODI,Nottingham,2023-08-15
124,Jofra Archer,England,1004,17,38,2,2,44.74,0,8,4.28,ODI,Lahore,2021-03-29
125,Ben Stokes,England,1078,38,57,0,6,66.67,1,10,3.84,Test,Karachi,2022-08-27
126,Glenn Maxwell,Australia,1190,144,13,19,24,1107.69,3,2,8.52,Test,Karachi,2021-12-21
127,Jos Buttler,England,1078,108,18,14,3,600.0,1,0,0.0,T20,Melbourne,2020-09-04
128,Shaheen Afridi,Pakistan,1030,82,42,8,4,195.24,3,2,7.25,Test,Sydney,2021-01-27
129,Shadab Khan,Pakistan,1070,58,70,4,8,82.86,0,8,3.71,Test,Lahore,2020-07-24
130,Shaheen Afridi,Pakistan,1058,69,4,10,7,1725.0,0,4,6.67,T20,Sydney,2021-09-11
131,Ravindra Jadeja,India,1032,39,36,7,6,108.33,1,6,9.79,T20,Mumbai,2020-04-21
132,David Warner,Australia,1163,3,79,0,0,3.8,0,10,4.2,T20,Delhi,2020-01-26
133,Glenn Maxwell,Australia,1122,61,57,1,10,107.02,1,4,8.87,T20,Karachi,2021-01-12
134,Hardik Pandya,India,1122,132,70,25,21,188.57,3,4,4.4,ODI,Delhi,2022-03-31
135,Joe Root,England,1147,19,12,0,1,158.33,4,10,4.08,Test,Mumbai,2020-11-06
136,Fakhar Zaman,Pakistan,1077,99,77,10,2,128.57,0,10,5.36,ODI,Melbourne,2020-08-30
137,Jonny Bairstow,England,1152,9,5,2,1,180.0,3,2,5.26,Test,Melbourne,2022-12-06
138,Jofra Archer,England,1113,129,84,0,4,153.57,0,0,0.0,T20,London,2021-09-17
139,R Ashwin,India,1189,8,75,2,1,10.67,2,10,3.75,ODI,Melbourne,2023-07-05
140,Shaheen Afridi,Pakistan,1169,68,62,11,1,109.68,4,4,9.57,ODI,Sydney,2021-05-06
141,Fakhar Zaman,Pakistan,1019,75,99,2,0,75.76,3,8,3.98,ODI,Mumbai,2022-04-16
142,Jonny Bairstow,England,1120,104,14,2,4,742.86,4,4,7.66,T20,Mumbai,2021-04-19
143,Pat Cummins,Australia,1179,61,4,8,9,1525.0,0,2,8.72,T20,Delhi,2023-11-08
144,Shaheen Afridi,Pakistan,1160,38,14,2,4,271.43,0,0,0.0,Test,Melbourne,2022-05-20
145,Ravindra Jadeja,India,1057,144,97,1,13,148.45,4,4,6.8,Test,Sydney,2021-06-28
146,Babar Azam,Pakistan,1015,133,67,6,18,198.51,1,6,8.56,ODI,Lahore,2023-05-03
147,Glenn Maxwell,Australia,1031,32,94,6,2,34.04,3,8,4.06,T20,Lahore,2023-12-04
148,Jos Buttler,England,1128,96,27,22,0,355.56,3,10,8.0,Test,Nottingham,2022-06-15
149,R Ashwin,India,1010,4,74,0,0,5.41,4,6,6.2,T20,Karachi,2023-05-21
150,Steve Smith,Australia,1023,14,29,3,0,48.28,4,6,8.06,ODI,Mumbai,2023-10-08
151,Mitchell Starc,Australia,1010,129,27,30,18,477.78,2,6,6.8,ODI,Nottingham,2022-11-28
152,Jos Buttler,England,1046,42,27,4,3,155.56,2,10,9.36,Test,London,2023-07-24
153,Joe Root,England,1120,37,6,7,6,616.67,1,10,7.3,T20,London,2021-11-13
154,Steve Smith,Australia,1041,140,62,17,0,225.81,3,4,9.52,T20,London,2023-11-21
155,Jos Buttler,England,1169,99,68,4,4,145.59,1,0,0.0,T20,Mumbai,2022-07-20
156,MS Dhoni,India,1064,91,31,8,5,293.55,2,8,3.73,T20,Delhi,2022-04-07
157,Ravindra Jadeja,India,1118,40,86,10,6,46.51,0,10,4.65,T20,Mumbai,2021-01-19
158,Mitchell Starc,Australia,1193,89,36,21,6,247.22,0,0,0.0,T20,Nottingham,2020-04-15
159,Shaheen Afridi,Pakistan,1140,62,54,6,2,114.81,4,0,0.0,ODI,Lahore,2022-06-16
160,Joe Root,England,1007,52,9,9,3,577.78,0,8,7.23,Test,Melbourne,2023-12-24
161,Shaheen Afridi,Pakistan,1141,34,63,3,0,53.97,1,4,9.46,ODI,London,2020-07-09
162,Babar Azam,Pakistan,1118,134,82,26,1,163.41,2,0,0.0,ODI,Sydney,2022-10-17
163,Mitchell Starc,Australia,1180,127,43,26,11,295.35,2,4,4.74,T20,London,2022-09-15
164,Ben Stokes,England,1116,24,71,3,4,33.8,0,0,0.0,Test,Sydney,2022-02-24
165,Fakhar Zaman,Pakistan,1130,28,63,2,1,44.44,3,2,7.64,Test,Sydney,2020-05-22
166,Glenn Maxwell,Australia,1087,80,84,8,0,95.24,3,10,9.02,Test,Lahore,2020-01-06
167,Pat Cummins,Australia,1150,62,61,7,0,101.64,0,8,5.78,Test,Nottingham,2020-10-31
168,Jonny Bairstow,England,1123,122,56,18,16,217.86,4,8,6.3,T20,Karachi,2023-02-04
169,Jofra Archer,England,1082,18,18,0,1,100.0,2,2,6.67,ODI,Melbourne,2023-03-17
170,Ben Stokes,England,1198,112,94,5,18,119.15,3,0,0.0,T20,Mumbai,2021-10-13
171,Jofra Archer,England,1098,7,29,0,0,24.14,2,2,4.9,Test,Sydney,2022-10-11
172,Shubman Gill,India,1128,109,34,27,0,320.59,3,2,9.07,Test,Karachi,2020-07-24
173,Joe Root,England,1134,7,65,0,0,10.77,2,4,6.54,T20,Mumbai,2020-10-22
174,Ben Stokes,England,1019,71,54,14,4,131.48,2,4,7.57,T20,Lahore,2021-11-24
175,Joe Root,England,1084,7,34,0,1,20.59,2,6,9.61,Test,London,2021-10-10
176,Jonny Bairstow,England,1009,141,95,17,6,148.42,1,0,0.0,Test,Delhi,2021-04-25
177,David Warner,Australia,1191,150,85,18,15,176.47,4,4,7.08,ODI,London,2020-07-20
178,Jasprit Bumrah,India,1042,81,2,0,4,4050.0,3,4,4.82,Test,Lahore,2020-02-29
179,MS Dhoni,India,1014,129,67,22,11,192.54,3,8,5.42,T20,Karachi,2022-02-06
180,Ben Stokes,England,1062,136,98,34,19,138.78,1,10,8.46,Test,London,2023-03-05
181,Mohammad Rizwan,Pakistan,1044,80,74,13,6,108.11,0,2,3.16,ODI,London,2023-06-23
182,Shadab Khan,Pakistan,1149,13,9,3,1,144.44,4,0,0.0,ODI,Melbourne,2022-08-02
183,Glenn Maxwell,Australia,1065,102,73,21,10,139.73,3,2,6.68,Test,Mumbai,2022-08-10
184,Mitchell Starc,Australia,1040,108,98,22,4,110.2,2,10,9.4,ODI,Nottingham,2021-12-08
185,Glenn Maxwell,Australia,1176,84,42,3,8,200.0,1,0,0.0,T20,Nottingham,2021-09-10
186,Shadab Khan,Pakistan,1123,121,76,22,20,159.21,1,10,3.96,ODI,Melbourne,2022-02-20
187,Mitchell Starc,Australia,1075,56,31,5,7,180.65,1,6,7.43,Test,Lahore,2020-02-14
188,Jos Buttler,England,1002,52,71,9,0,73.24,1,8,5.68,Test,Mumbai,2023-05-26
189,Jos Buttler,England,1198,121,46,1,10,263.04,0,4,3.63,ODI,Karachi,2021-03-24
190,Fakhar Zaman,Pakistan,1064,114,26,28,10,438.46,2,6,8.03,Test,Sydney,2023-07-10
191,Virat Kohli,India,1079,38,99,5,1,38.38,4,0,0.0,T20,Mumbai,2023-04-01
192,David Warner,Australia,1023,35,20,2,2,175.0,3,4,8.92,T20,Karachi,2022-04-30
193,Mohammad Rizwan,Pakistan,1033,108,98,8,1,110.2,4,0,0.0,Test,Karachi,2022-12-23
194,David Warner,Australia,1065,39,17,0,0,229.41,4,4,7.19,T20,Lahore,2021-11-24
195,Jasprit Bumrah,India,1019,24,39,2,2,61.54,1,8,3.02,ODI,Melbourne,2023-10-17
196,Jonny Bairstow,England,1093,101,98,11,4,103.06,3,4,9.42,ODI,London,2020-01-29
197,Mitchell Starc,Australia,1031,16,74,0,2,21.62,0,6,6.79,T20,Karachi,2023-10-09
198,Mitchell Starc,Australia,1097,82,8,20,0,1025.0,4,10,7.46,Test,Karachi,2020-08-09
199,Shadab Khan,Pakistan,1006,24,82,0,3,29.27,2,2,3.36,Test,Karachi,2023-06-03
200,Babar Azam,Pakistan,1162,25,47,1,0,53.19,1,8,6.31,T20,Lahore,2023-08-22
201,Joe Root,England,1035,134,14,14,20,957.14,0,4,9.47,ODI,Mumbai,2021-09-15
202,Joe Root,England,1024,58,87,12,1,66.67,3,4,5.23,ODI,Sydney,2022-03-06
203,Jos Buttler,England,1171,102,17,13,2,600.0,3,6,6.37,Test,London,2023-04-17
204,Shadab Khan,Pakistan,1167,130,37,25,11,351.35,0,6,8.54,ODI,Nottingham,2023-06-14
205,Jos Buttler,England,1008,140,82,32,15,170.73,4,2,9.14,Test,Karachi,2021-03-20
206,Jofra Archer,England,1060,54,99,9,1,54.55,2,8,6.7,T20,Delhi,2023-11-05
207,Mitchell Starc,Australia,1165,95,99,6,13,95.96,3,8,8.37,T20,Mumbai,2022-03-26
208,David Warner,Australia,1031,61,57,15,7,107.02,3,0,0.0,T20,Delhi,2023-09-19
209,Fakhar Zaman,Pakistan,1005,9,30,0,0,30.0,3,8,8.13,ODI,Karachi,2021-05-13
210,Fakhar Zaman,Pakistan,1052,2,45,0,0,4.44,1,6,8.01,ODI,Melbourne,2023-04-15
211,Mohammad Rizwan,Pakistan,1084,36,25,0,4,144.0,0,0,0.0,ODI,Mumbai,2021-07-21
212,Mohammad Rizwan,Pakistan,1138,120,88,3,11,136.36,2,2,8.59,T20,Sydney,2020-08-13
213,Shubman Gill,India,1003,123,70,6,13,175.71,2,10,7.29,T20,Melbourne,2023-04-20
214,Steve Smith,Australia,1044,51,4,10,7,1275.0,3,8,7.55,T20,Mumbai,2020-09-16
215,Jonny Bairstow,England,1029,116,74,10,1,156.76,0,2,3.26,Test,Delhi,2022-09-02
216,Jos Buttler,England,1131,2,6,0,0,33.33,4,8,7.41,Test,Delhi,2022-07-14
217,Fakhar Zaman,Pakistan,1011,8,99,1,0,8.08,4,4,5.77,Test,Lahore,2022-07-27
218,Virat Kohli,India,1122,81,62,16,7,130.65,2,4,4.57,T20,London,2023-11-06
219,Jasprit Bumrah,India,1182,119,89,8,3,133.71,4,2,6.2,T20,Delhi,2020-06-14
220,Mitchell Starc,Australia,1037,66,92,8,2,71.74,0,2,9.03,ODI,Sydney,2021-07-17
221,Glenn Maxwell,Australia,1152,8,79,0,0,10.13,2,4,4.97,Test,Lahore,2022-07-18
222,Joe Root,England,1179,123,79,5,7,155.7,2,8,3.34,ODI,Melbourne,2022-05-30
223,Ben Stokes,England,1105,145,70,36,15,207.14,4,6,3.53,T20,Nottingham,2022-03-27
224,Joe Root,England,1080,80,40,12,13,200.0,4,4,8.77,T20,Karachi,2023-09-24
225,Pat Cummins,Australia,1039,55,40,1,7,137.5,2,8,4.87,Test,Nottingham,2020-05-17
226,Rohit Sharma,India,1023,5,88,0,0,5.68,3,0,0.0,T20,Delhi,2022-02-02
227,Fakhar Zaman,Pakistan,1015,58,59,8,8,98.31,4,2,3.74,Test,Karachi,2023-10-04
228,Suryakumar Yadav,India,1090,6,5,0,0,120.0,1,0,0.0,Test,London,2020-04-15
229,Mitchell Starc,Australia,1079,30,23,1,1,130.43,2,8,8.2,T20,Delhi,2023-03-29
230,Mohammad Rizwan,Pakistan,1168,81,100,1,13,81.0,4,8,4.81,T20,Melbourne,2020-08-09
231,Mitchell Starc,Australia,1094,12,46,2,0,26.09,0,0,0.0,ODI,Lahore,2023-03-21
232,Shadab Khan,Pakistan,1143,103,95,1,12,108.42,2,10,4.98,Test,Mumbai,2023-06-01
233,Steve Smith,Australia,1046,73,96,1,11,76.04,3,10,8.28,T20,Lahore,2021-11-26
234,Steve Smith,Australia,1046,21,68,3,3,30.88,3,2,9.63,ODI,London,2020-05-22
235,Babar Azam,Pakistan,1023,16,12,0,1,133.33,0,10,7.35,Test,Melbourne,2022-02-09
236,Jofra Archer,England,1087,49,14,12,3,350.0,2,4,7.16,ODI,Karachi,2021-09-30
237,Mitchell Starc,Australia,1152,6,29,0,0,20.69,2,4,7.78,ODI,Mumbai,2020-11-14
238,Fakhar Zaman,Pakistan,1012,25,98,5,1,25.51,4,6,5.98,Test,Delhi,2021-07-11
239,Jofra Archer,England,1124,140,39,14,22,358.97,4,8,5.09,Test,Nottingham,2022-04-28
240,David Warner,Australia,1193,31,2,6,5,1550.0,3,10,3.92,Test,Delhi,2021-12-07
241,Joe Root,England,1072,80,56,20,4,142.86,2,6,5.78,Test,Nottingham,2022-12-15
242,Steve Smith,Australia,1056,130,1,14,1,13000.0,4,4,3.22,T20,Mumbai,2020-01-16
243,Shaheen Afridi,Pakistan,1054,24,24,3,1,100.0,3,4,9.78,ODI,Lahore,2021-08-15
244,Steve Smith,Australia,1001,144,93,7,14,154.84,2,10,6.71,T20,London,2020-12-25
245,Shadab Khan,Pakistan,1136,130,93,23,2,139.78,3,10,6.23,Test,Melbourne,2022-10-21
246,Steve Smith,Australia,1101,16,84,3,0,19.05,0,6,3.45,Test,Mumbai,2022-06-12
247,Jasprit Bumrah,India,1019,116,2,23,7,5800.0,2,8,4.05,T20,London,2023-03-20
248,Jofra Archer,England,1074,20,18,5,3,111.11,1,10,9.82,ODI,London,2020-02-12
249,David Warner,Australia,1158,31,11,4,0,281.82,0,6,8.46,T20,Karachi,2020-06-29
250,Joe Root,England,1062,135,11,21,18,1227.27,0,0,0.0,T20,London,2022-12-09
251,Suryakumar Yadav,India,1079,75,46,14,5,163.04,3,6,5.42,Test,Karachi,2021-03-29
252,David Warner,Australia,1019,96,2,0,0,4800.0,0,8,3.58,Test,Delhi,2022-12-22
253,Shaheen Afridi,Pakistan,1089,76,26,6,1,292.31,1,10,7.85,Test,Sydney,2021-04-28
254,Shubman Gill,India,1065,142,98,10,2,144.9,2,10,7.16,ODI,Sydney,2023-05-18
255,Babar Azam,Pakistan,1045,72,95,8,1,75.79,3,2,7.38,Test,Nottingham,2022-08-08
256,Jonny Bairstow,England,1164,83,62,14,10,133.87,2,6,6.87,Test,Karachi,2023-07-08
257,David Warner,Australia,1112,133,58,21,2,229.31,0,6,8.12,ODI,Nottingham,2022-06-24
258,Pat Cummins,Australia,1151,11,87,0,0,12.64,4,4,4.53,ODI,Karachi,2022-11-05
259,Hardik Pandya,India,1118,54,100,12,7,54.0,4,8,7.61,T20,Mumbai,2020-04-26
260,Pat Cummins,Australia,1019,50,44,1,5,113.64,1,4,4.6,Test,Delhi,2023-06-13
261,Jofra Archer,England,1148,95,56,8,10,169.64,2,6,4.4,Test,Mumbai,2022-07-10
262,Shaheen Afridi,Pakistan,1154,34,61,5,0,55.74,3,0,0.0,T20,Sydney,2020-05-06
263,Joe Root,England,1087,93,85,23,3,109.41,4,6,8.15,Test,Delhi,2022-10-30
